0.000199, 0.019900, 20
0.001026, 0.041328, 20
0.002885, 0.092988, 20
0.005985, 0.154978, 20
0.010324, 0.216966, 20
0.015903, 0.278951, 20
0.022722, 0.340932, 20
0.030780, 0.402908, 20
0.040078, 0.464877, 20
0.050614, 0.526840, 20
0.062390, 0.588795, 20
0.075405, 0.650742, 20
0.089659, 0.712678, 20
0.105151, 0.774605, 20
0.121881, 0.836519, 20
0.139850, 0.898421, 20
0.159056, 0.960310, 20
0.179499, 1.022184, 20
0.201180, 1.084043, 20
0.224098, 1.145886, 20
0.248252, 1.207712, 20
0.273643, 1.269519, 20
0.300269, 1.331307, 20
0.328130, 1.393075, 20
0.357227, 1.454822, 20
0.387558, 1.516547, 20
0.419123, 1.578249, 20
0.451921, 1.639926, 20
0.485953, 1.701579, 20
0.521217, 1.763205, 20
0.557713, 1.824805, 20
0.595441, 1.886376, 20
0.634399, 1.947918, 20
0.674587, 2.009429, 20
0.716006, 2.070910, 20
0.758653, 2.132358, 20
0.802528, 2.193773, 20
0.847631, 2.255153, 20
0.893961, 2.316498, 20
0.941517, 2.377807, 20
0.990299, 2.439078, 20
1.040305, 2.500310, 20
1.091535, 2.561503, 20
1.143988, 2.622655, 20
1.197664, 2.683765, 20
1.252560, 2.744832, 20
1.308677, 2.805855, 20
1.366014, 2.866833, 20
1.424569, 2.927765, 20
1.484342, 2.988649, 20
1.545332, 3.049485, 20
1.607538, 3.110272, 20
1.670958, 3.171008, 20
1.735592, 3.231692, 20
1.801438, 3.292324, 20
1.868496, 3.352902, 20
1.936765, 3.413425, 20
2.006242, 3.473892, 20
2.076928, 3.534302, 20
2.148821, 3.594654, 20
2.221920, 3.654946, 20
2.296224, 3.715179, 20
2.371731, 3.775349, 20
2.448440, 3.835458, 20
2.526350, 3.895503, 20
2.605460, 3.955483, 20
2.685768, 4.015398, 20
2.767068, 4.065035, 20
2.848952, 4.094198, 20
2.931011, 4.102919, 20
3.013039, 4.101426, 20
3.095038, 4.099932, 20
3.177007, 4.098436, 20
3.258946, 4.096940, 20
3.340854, 4.095443, 20
3.422733, 4.093945, 20
3.504582, 4.092446, 20
3.586401, 4.090946, 20
3.668190, 4.089445, 20
3.749949, 4.087944, 20
3.831678, 4.086443, 20
3.913377, 4.084941, 20
3.995045, 4.083438, 20
4.076684, 4.081935, 20
4.158293, 4.080432, 20
4.239871, 4.078929, 20
4.321420, 4.077425, 20
4.402938, 4.075921, 20
4.484427, 4.074417, 20
4.565885, 4.072913, 20
4.647313, 4.071409, 20
4.728711, 4.069905, 20
4.810079, 4.068401, 20
4.891417, 4.066897, 20
4.972725, 4.065393, 20
5.054003, 4.063889, 20
5.135250, 4.062385, 20
5.216468, 4.060882, 20
5.297656, 4.059378, 20
5.378813, 4.057875, 20
5.459941, 4.056372, 20
5.541038, 4.054870, 20
5.622105, 4.053367, 20
5.703143, 4.051865, 20
5.784150, 4.050363, 20
5.865127, 4.048862, 20
5.946074, 4.047360, 20
6.026991, 4.045859, 20
6.107879, 4.044359, 20
6.188736, 4.042858, 20
6.269563, 4.041358, 20
6.350360, 4.039858, 20
6.431127, 4.038359, 20
6.511865, 4.036860, 20
6.592572, 4.035361, 20
6.673249, 4.033862, 20
6.753896, 4.032364, 20
6.834514, 4.030866, 20
6.915101, 4.029369, 20
6.995658, 4.027871, 20
7.076186, 4.026374, 20
7.156683, 4.024877, 20
7.237151, 4.023381, 20
7.317589, 4.021884, 20
7.397996, 4.020388, 20
7.478374, 4.018892, 20
7.558722, 4.017397, 20
7.639040, 4.015901, 20
7.719328, 4.014406, 20
7.799587, 4.012911, 20
7.879815, 4.011416, 20
7.960013, 4.009921, 20
8.040182, 4.008426, 20
8.120321, 4.006931, 20
8.200429, 4.005437, 20
8.280508, 4.003942, 20
8.360557, 4.002448, 20
8.440576, 4.000953, 20
8.520565, 3.999459, 20
8.600525, 3.997964, 20
8.680454, 3.996470, 20
8.760353, 3.994975, 20
8.840223, 3.993481, 20
8.920063, 3.991986, 20
8.999873, 3.990491, 20
9.079653, 3.988996, 20
9.159403, 3.987501, 20
9.239123, 3.986006, 20
9.318813, 3.984511, 20
9.398473, 3.983016, 20
9.478104, 3.981520, 20
9.557704, 3.980024, 20
9.637275, 3.978528, 20
9.716815, 3.977032, 20
9.796326, 3.975535, 20
9.875807, 3.974038, 20
9.955258, 3.972541, 20
10.034678, 3.971044, 20
10.114069, 3.969547, 20
10.193430, 3.968049, 20
10.272761, 3.966551, 20
10.352062, 3.965052, 20
10.431334, 3.963553, 20
10.510575, 3.962054, 20
10.589786, 3.960555, 20
10.668967, 3.959055, 20
10.748118, 3.957555, 20
10.827239, 3.956055, 20
10.906330, 3.954554, 20
10.985391, 3.953053, 20
11.064422, 3.951552, 20
11.143423, 3.950051, 20
11.222394, 3.948549, 20
11.301335, 3.947047, 20
11.380246, 3.945544, 20
11.459127, 3.944042, 20
11.537978, 3.942539, 20
11.616798, 3.941036, 20
11.695589, 3.939532, 20
11.774350, 3.938029, 20
11.853080, 3.936525, 20
